ACCT_ID_18,ACCT_NM,COMBO_COMPANY_ID_18,CY_AFDC_AOV,CY_DC_AOV,CY_DC_C360_AOV,CY_DC_MKT_AOV,CY_DC_C360_AO_AOV,CY_DC_MKT_AO_AOV,CY_DC_CDP_AOV,Legacy CDP
0010M00001SHicNQAT,Lightforce Australia PTY LTD,0010M00001SHicNQAT,89019.7528,89019.7528,0,72434.7791,0,16584.9737,0,Other
0013y00001Z0gKDAAZ,BNQ Management,aBR3y000000bsAsGAI,31392.0581,31392.0581,23112.0581,0,8280,0,0,Other
0010M00001PDuTwQAL,SARDEX SPA,aBR0M000000GpywWAC,32557.54,5222.3836,3582.2743,1640.1093,0,0,0,Other
0010M00001QqRfEQAV,Atos International SAS,aBR30000000XnmZGAS,1805500,345000,345000,0,0,0,0,Other
0013000001CB6bfAAD,Infor (US) LLC (Main),aBR300000004DIVGA2,5263.0192,5263.0192,5263.0192,0,0,0,0,Other
0010M00001QnS1DQAV,"WHR Operations, LLC",aBR3y0000008WgmGAE,1380478.628,794367.7806,0,794367.7806,0,0,0,Other
0010M00001V6WagQAF,Xcel Energy Services Inc - New Org,aBR300000004DxrGAE,110896.5908,11013.3214,9633.3214,0,1380,0,0,Other
0013000000rpsNlAAI,The Royal Foundation of the Prince and Princess of Wales,aBR3y0000000KJ2GAM,285.1841,285.1841,0,285.1841,0,0,0,Other
0013000001CDlgmAAD,il mulino,0013000001CDlgmAAD,2400,2400,2400,0,0,0,0,Other
001ed000005k9S1AAI,Royal Melbourne Institute of Technology,aBRed000000ArSrGAK,62683.3333,49350,49350,0,0,0,0,Other
00130000002xV8QAAU,Unique Travel Corp,00130000002xV8QAAU,5400,5400,0,5400,0,0,0,Other
0013000000IkW98AAF,Kekkilä-BVB Oy (Neova Group),aBRed0000009Bx7GAE,1582.5092,575.6569,575.6569,0,0,0,0,Other
0010M00001WIMhdQAH,I.C.O.N. EUROPE SL.,0010M00001WIMhdQAH,14217.7192,14217.7192,0,12904.4334,0,1313.2858,0,Other
0010M00001QmbqKQAR,Komline,aBR3y000000HKqsGAG,5074.1222,5074.1222,5074.1222,0,0,0,0,Other
0013000001L6dj6AAB,CP AXTRA Public Company Limited (Head office) MC TH Org,aBRed00000085XBGAY,61305.0337,54600,0,0,0,0,54600,Legacy CDP
0013000000FdMeiAAF,Société des Produits Nestlé SA*,aBR300000004MqpGAE,2735223.52,2289723.52,15743.52,856900,106200,1310880,0,Other
0010M00001PDu35QAD,NCE SRL,0010M00001PDu35QAD,9867.1537,9867.1537,9565.098,0,302.0557,0,0,Other
0013000000hMZVgAAO,Bunnings Group Limited,aBR3y000000HRpMGAW,528281.582,496243.3093,0,311794.5867,0,184448.7226,0,Other
0010M00001Jzf2OQAR,Swiss Reinsurance Company Ltd,aBR300000004N3FGAU,110511.96,110511.96,0,0,0,0,0,Legacy CDP
001ed00000RrmYTAAZ,Inspin,001ed00000RrmYTAAZ,858.1542,346.7072,346.7072,0,0,0,0,Other
0013000000RZAQPAA5,BAHRAIN COMMERCIAL FACILITIES COMPANY B S C,aBR3y000000bt07GAA,78380.8,78380.8,0,74780.8,0,3600,0,Other
0010M00001QoIcWQAV,Altera Digital Health Inc.,aBR300000004F6wGAE,269831.04,269831.04,0,0,0,0,0,Legacy CDP
0013y00001dWhJ3AAK,Trend 2000 srl,aBR3y0000000KnYGAU,410.0273,410.0273,410.0273,0,0,0,0,Other
0013y00001h1nFQAAY,PEFISA SA CREDITO FINANCIAMENTO E INVESTIMENTO,aBR3y0000004k9eGAA,344094.4413,142778.6639,106199.6629,36579.001,0,0,0,Other
0013000001Mei14AAB,Lambda.AI,0013000001Mei14AAB,33560,29310,26550,0,2760,0,0,Other
00100000001T7pbAAC,Teknor Apex Company,aBR3y000000CgITGA0,10663.9498,6087.1473,6087.1473,0,0,0,0,Other
0013000000GtvDFAAZ,KeyBank National Association,aBR300000004EXLGA2,116589.1473,116589.1473,116589.1473,0,0,0,0,Other
0010M00001YuA2JQAV,HX Group Ltd,aBR3y000000HDJ8GAO,356236.7685,224908.1925,12656.6156,212251.5769,0,0,0,Other
0010M00001SIcEQQA1,Hospital Metropolitano,aBR3y000000wpnXGAQ,5967,5967,0,5775,0,192,0,Other
001ed00000BwnICAAZ,Asian Venture Philanthropy Network (2nd Org),001ed00000BwnICAAZ,38052,30052,30052,0,0,0,0,Other
0013y00001chU7jAAE,Imperial Tobacco Limited,aBR300000004FsYGAU,303781.8695,292436.6113,178537.2926,0,113899.3187,0,0,Other
0013y00001cEFhbAAG,MEDSPA SRL,0013y00001cEFhbAAG,30905.3649,26014.0455,0,26014.0455,0,0,0,Other
0010M00001UM16CQAT,Mercer (France) SAS,aBR300000004I1oGAE,255.1282,255.1282,127.5641,127.5641,0,0,0,Other
0013y00001gEVvXAAW,Veolia North America LLC,aBR300000004Dz3GAE,5750,5750,0,5750,0,0,0,Other
00130000002EYarAAG,Arthrex Inc,aBR3y0000004qXbGAI,500,500,500,0,0,0,0,Other
0013000001MnfKBAAZ,Devisubox,0013000001MnfKBAAZ,2052.009,2052.009,2052.009,0,0,0,0,Other
001ed00000ND01oAAD,Harvard Business School,aBR30000000L82YGAS,1776,1776,1776,0,0,0,0,Other
0010M00001Yu0W1QAJ,PCFSI,aBR300000004PDHGA2,21600,21600,0,21600,0,0,0,Other
0013000000Ra14RAAR,UNIVERSAL POST INC.,0013000000Ra14RAAR,48512.16,48512.16,48512.16,0,0,0,0,Other
0013000001Jy7CVAAZ,SecuTix SA,aBR30000000XjG0GAK,63025.4592,33024.7593,33024.7593,0,0,0,0,Other
0013y00001caupCAAQ,Foodstuffs North Island Limited,aBR3y000000TVfiGAG,1105.2427,605.6989,329.6989,0,276,0,0,Other
0013000000DVEBvAAP,Lesaffre International SAS,aBR30000000XnPVGA0,43776.192,5472.024,5472.024,0,0,0,0,Other
0013000000InGu9AAF,Mirage Granito Ceramico SpA,aBR0M000000GpNMWA0,52223.2546,30061.5574,30061.5574,0,0,0,0,Other
0010M00001WaTp1QAF,"Zing Health, Inc",0010M00001WaTp1QAF,9206.2147,206.2147,206.2147,0,0,0,0,Other
0013000001NXkQtAAL,Wren Kitchens Limited,aBR0M000000XouoWAC,179369.4296,179369.4296,0,147932.5295,0,31436.9001,0,Other
0013y00001eX3KfAAK,Department of Health and Aged Care,aBRed000000AiUPGA0,125338.3415,125338.3415,56778.4106,0,68559.9309,0,0,Other
0013y00001crW0wAAE,SANOFI WINTHROP INDUSTRIE,aBR300000004DMOGA2,62226.7943,62226.7943,49914.7403,0,0,12312.054,0,Other
00130000000j1KKAAY,Sonesta International Hotels Corporation - Main Org,aBR300000004ExcGAE,40500.0012,40500.0012,0,0,40500.0012,0,0,Other
00130000004mdMnAAI,Intermedia,aBR3y000000HKnHGAW,117734.4,105120,0,0,0,0,105120,Legacy CDP
001ed000002slX3AAI,SWF GROUP JAPAN K.K.,001ed000002slX3AAI,808.536,404.268,404.268,0,0,0,0,Other
0013000001GXCrIAAX,Mike Morse Law Firm,0013000001GXCrIAAX,2776,2776,2500,0,276,0,0,Other
0013000000JKevzAAD,"PartsSource, Inc. (Parts Org)",aBR3y0000004qCYGAY,196960,97200,97200,0,0,0,0,Other
0013000000Jy8Q5AAJ,Renown Health,aBR300000004EnGGAU,108333.0292,108333.0292,0,108333.0292,0,0,0,Other
00130000004F5oJAAS,"Demandbase, Inc.*",aBR300000004ZjfGAE,12364.9599,10266.8759,9990.8759,0,276,0,0,Other
00130000002xIJGAA2,UNICOOP FIRENZE SOCIETA' COOPERATIVA,aBR0M000000GpckWAC,90586.2596,60411.145,60411.145,0,0,0,0,Other
0010M00001WaTUxQAN,Mercedes Medical Centers / Clínica Las Mercedes,0010M00001WaTUxQAN,138645,106650,0,0,0,0,106650,Legacy CDP
00130000016jPP4AAM,Team Red White and Blue,aBR3y000000g1bEGAQ,60800,60800,0,60800,0,0,0,Other
0013000001CDvGbAAL,LAEMMLE Chemicals AG,aBR3y000000Ck4OGAS,1641.6072,1641.6072,1641.6072,0,0,0,0,Other
0013000000GtuZiAAJ,"American Family Mutual Insurance Company, S.I.",aBR3y0000000GUKGA2,3019311.817,2686010.063,0,2470480.653,0,215529.4107,0,Other
00130000004qoqVAAQ,"SilkRoad Technology, Inc. dba Rival",aBR3y0000005H1FGAU,2000,2000,2000,0,0,0,0,Other
0013000001KbC7YAAV,Fanbasis,0013000001KbC7YAAV,2125,1275,1275,0,0,0,0,Other
0013000001LyQaFAAV,KIKO SpA,aBR0M000000GpabWAC,219368.1317,219368.1317,0,213169.4229,0,6198.7088,0,Other
00130000002xDvfAAE,KARL STORZ SE & Co. KG,aBR300000004HhMGAU,39307.1581,22681.3152,22681.3152,0,0,0,0,Other
001ed00000LhhbuAAB,Asics Technology B.V.,aBR3y000000HAYuGAO,22508.849,22508.849,22508.849,0,0,0,0,Other
0013y00001cgOnkAAE,Diehl Informatik GmbH 2nd Org,aBR300000004H6LGAU,6982.3027,6982.3027,5472.024,0,1510.2787,0,0,Other
00130000002xIzkAAE,"TUBACEX, S.A.",aBR3y000001142ZGAQ,1396.4605,1396.4605,1396.4605,0,0,0,0,Other
0013000001GW3GkAAL,Sartorius Corporate Administration GmbH,aBR300000004HAiGAM,206954.4297,172257.0045,0,163064.0042,0,9193.0003,0,Other
0013000001L6hqlAAB,The Mattress Store,0013000001L6hqlAAB,40320,40320,38400,0,0,1920,0,Other
0013000001CCDFeAAP,Motive,aBR0M0000004h5LWAQ,109946.7301,49311.8687,49311.8687,0,0,0,0,Other
0013y00001dLwIcAAK,Anthropic,0013y00001dLwIcAAK,70000,70000,70000,0,0,0,0,Other
0010M00001UMgMxQAL,Sonneil SL,0010M00001UMgMxQAL,11967.3164,443.2339,443.2339,0,0,0,0,Other
00130000002xCSRAA2,BACCARAT sa,aBR3y000000HBuCGAW,24049.5236,24049.5236,18604.8597,191.5209,0,5253.143,0,Other
0013000000A5ifXAAR,Nordic Semiconductor ASA,0013000000A5ifXAAR,281637.96,281637.96,0,0,0,0,0,Legacy CDP
00130000005wjBhAAI,Avtec Inc.*,aBR300000004DcJGAU,54940.68,54940.68,0,0,0,0,0,Legacy CDP
001ed00000cJd2zAAC,Stichting Vrienden van het Sophia (New Org),aBR3y0000000NQAGA2,3498.9002,3498.9002,3498.9002,0,0,0,0,Other
0013y00001cg65YAAQ,BooxAI Technologies LTD,aBR3y000000yeolGAA,4000,4000,0,4000,0,0,0,Other
001ed00000h7YViAAM,CWS International GmbH (WW Org),aBR300000004H4nGAE,33588.5312,21889.8916,21889.8916,0,0,0,0,Other
0013y00001c7SoQAAU,Andina ART S.A.,aBR3y000000Cp6DGAS,113665.3442,575.1803,575.1803,0,0,0,0,Other
0013y00001cUC73AAG,Smart InsurTech AG,aBR30000000XdxrGAC,11246.1037,1396.4605,1396.4605,0,0,0,0,Other
0013y00001cooYjAAI,Weaves Corporation Limited (formerly Khaadi Corporation Limited),0013y00001cooYjAAI,58186.8204,58186.8204,0,49786.8204,0,8400,0,Other
001ed00000bi0QQAAY,TATA MOTORS LIMITED - Org 1,aBR3y000000g40LGAQ,279666.9538,279666.9538,0,271962.8142,0,7704.1396,0,Other
0010M00001Jzo3oQAB,EVP Eyecare,0010M00001Jzo3oQAB,21600,21600,0,21600,0,0,0,Other
001ed00000NSsTHAA1,Airelles Collection,aBR3y000000kAJkGAM,30631.0415,30631.0415,30631.0415,0,0,0,0,Other
0013y00001d2Dk4AAE,Cablevision Lightpath LLC,aBR3y0000011K29GAE,120251.1883,117051.1883,0,117051.1883,0,0,0,Other
0010M00001XxhEkQAJ,De Fietsersbond,0010M00001XxhEkQAJ,766.0833,766.0833,766.0833,0,0,0,0,Other
0013y00001cZfEaAAK,Float Financial Solutions Inc.,0013y00001cZfEaAAK,21397.0475,21195.305,21195.305,0,0,0,0,Other
0013000001Jyr9eAAB,WOONOZ,0013000001Jyr9eAAB,18616.0688,18616.0688,18616.0688,0,0,0,0,Other
0013y00001cgWJFAA2,Innovetive Petcare (2nd Org),aBR3y000000h3cjGAA,136362.5,136362.5,14062.5,101600,20700,0,0,Other
0010M00001QkI6LQAV,CHCollective,0010M00001QkI6LQAV,1000,1000,0,1000,0,0,0,Other
0013000000hLgafAAC,Fédération Habitat et Humanisme,aBR3y0000000O3bGAE,364.8016,364.8016,182.4008,182.4008,0,0,0,Other
0010M00001QmJrrQAF,Solunus,aBR3y0000004pkjGAA,500,500,500,0,0,0,0,Other
0013000000ZjVL0AAN,The Standard - PRIMARY,aBR300000004El4GAE,347350,122350,0,122350,0,0,0,Other
0013y00001eqPSpAAM,Medibank Private Limited,aBR300000004CRCGA2,13626.8186,13626.8186,0,13626.8186,0,0,0,Other
0013000001EYXRgAAP,Planday A/S,aBR3y000000bt1TGAQ,44323.3944,22161.6972,22161.6972,0,0,0,0,Other
0013000000M2aAqAAJ,"FLEX CO.,LTD.",0013000000M2aAqAAJ,3368.9,3368.9,3368.9,0,0,0,0,Other
00130000016jrgaAAA,Distech Controls Energy Services Inc. (Acuity Brands),aBR300000004DbGGAU,60000,60000,0,0,0,0,0,Legacy CDP
001ed00000SQNVXAA5,World Food Program USA NPC Org,aBRed0000005kevGAA,43665.146,42000,42000,0,0,0,0,Other
0010M00001Wa9pfQAB,Zelis,aBR3y000000H8LMGA0,1500,1500,1500,0,0,0,0,Other
0013000001LXoBCAA1,Plooto,aBR3y0000004l3uGAA,81090,81090,80885,205,0,0,0,Other
00130000005Zgg7AAC,Thames Valley Police,aBRed00000099thGAA,98137.6191,36311.7155,36311.7155,0,0,0,0,Other
0013000000hLjpoAAC,Shine Lawyers Pty Ltd,aBR3y000000CmxdGAC,73561.6708,64366.6943,0,34060.3579,0,30306.3364,0,Other
0013y00001g8A5jAAE,University of Maryland Global Campus - Education Cloud,aBR30000000L82gGAC,200131,200131,198751,0,1380,0,0,Other
00130000002cCM4AAM,Mipox Corporation,00130000002cCM4AAM,4366.0944,4366.0944,4366.0944,0,0,0,0,Other
0013y00001dXRieAAG,CAPELLA HOTEL GROUP PTE. LTD.,aBR0M000000bm4MWAQ,35739.9452,35739.9452,0,5499.9452,0,30240,0,Other
0013000001HeGQAAA3,CaseIQ,aBR3y000000PDgOGAW,21600,21600,21600,0,0,0,0,Other
0013000001JyoOvAAJ,PANDA - Perinatal Anxiety & Depression Australia,aBR3y000000gEBXGA2,1890.8868,1890.8868,945.4434,945.4434,0,0,0,Other
0013000000ZkKQxAAN,Town of Cary,aBR3y000000HUHwGAO,34442.88,2042.88,2042.88,0,0,0,0,Other
00130000001epWvAAI,Idaho Central Credit Union,aBR0M000000bqzGWAQ,72006,72006,0,42006,0,30000,0,Other
0013y00001cIOOHAA4,Rexall Pharmacy Group ULC,aBR300000004IeOGAU,122955.0788,122955.0788,0,122955.0788,0,0,0,Other
0013000001CCfS8AAL,DMM FinTech Inc.,0013000001CCfS8AAL,49320.696,49320.696,0,49320.696,0,0,0,Other
0013000001GUcsVAAT,LORO PIANA SPA,aBR0M000000GpKrWAK,32832.144,32832.144,16416.072,16416.072,0,0,0,Other
0013000001CAuHLAA1,"Illumio, Inc.*",aBR3y00000116U4GAI,8580.4723,57.1206,57.1206,0,0,0,0,Other
0013y00001f9AwSAAU,CHARIOT PROPERTIES LLP,0013y00001f9AwSAAU,4100.3023,4100.3023,2214.449,0,0,1885.8533,0,Other
0013y00001g9IrJAAU,"NTT DOCOMO, INC.(SD部BPM)",aBR30000000L6DHGA0,34228.2703,33958.512,33958.512,0,0,0,0,Other
0013y00001fSpS3AAK,ONUS COMERCIAL S.A. DE C.V.,aBR3y000000wrbLGAQ,487900.4288,6244.2974,6244.2974,0,0,0,0,Other
0013000000LDyWWAA1,BTP CONSULTANTS,aBR30000000XavOGAS,10944.048,10944.048,10944.048,0,0,0,0,Other
001ed00000CemBzAAJ,TD Synnex CMS,aBR300000004E2JGAU,738.0253,738.0253,738.0253,0,0,0,0,Other
0013y00001gnvSpAAI,NMDP - New Member Org (Primary),aBR30000000PBWIGA4,748286.9253,393967.9653,0,391567.9653,0,2400,0,Other
0013000000EzxNFAAZ,"Outdoor Management Services, Inc.",aBR3y0000000DBRGA2,467180.162,99221.7831,99221.7831,0,0,0,0,Other
0013000001L61pOAAR,GROUPE IDEC,aBR30000000XnPDGA0,728.9376,728.9376,728.9376,0,0,0,0,Other
0010M00001WIHUtQAP,"Inception Fertility Corporate Services, LLC",aBR3y000000H7ISGA0,148000,148000,0,148000,0,0,0,Other
0013000001MrHxWAAV,Cacau Show,aBR3y000000wmn5GAA,9841.4511,4440.8828,4440.8828,0,0,0,0,Other
0010M00001QoLyFQAV,CONSTRUCTORA CAPITAL BOGOTÁ S.A.S y CONSTRUCTORA CAPITAL MEDELLÍN S.A.S,0010M00001QoLyFQAV,13628.068,13628.068,0,12308.068,0,1320,0,Other
0013y00001emRJ9AAM,Solventum Corporation (f/k/a 3M on behalf of its Healthcare Business Group),aBRed00000003J0GAI,202430.866,202430.866,0,159299.2894,0,43131.5766,0,Other
00130000004jNPqAAM,Kasasa,aBRed0000009XeHGAU,115862.8144,115375,0,109045,0,6330,0,Other
001ed00000Lj4OLAAZ,Oriflame Cosmetics AB (core org),aBRed000000GSl7GAG,51592.9836,51592.9836,0,51592.9836,0,0,0,Other
0010M00001SJTlZQAX,MySpeaker Oy,0010M00001SJTlZQAX,4242.8957,3805.5331,3280.2188,0,0,525.3143,0,Other
0013000000NPwa8AAD,TruWest Holdings,aBR3y000000XrGYGA0,4276,4276,3750,250,276,0,0,Other
0013y00001be4eQAAQ,Caja De Compensación Familiar De Antioquia COMFAMA,0013y00001be4eQAAQ,106335,106335,0,99135,0,7200,0,Other
0010M00001UMeDyQAL,AVIXA,aBR3y0000004pGYGAY,14674.9789,14674.9789,14674.9789,0,0,0,0,Other
001000000029tADAAY,"KVH Industries, Inc.",aBR3y000000H7OsGAK,19026,19026,18750,0,276,0,0,Other
0013000000LEDt5AAH,Workiva Inc.,aBR3y000000H8KLGA0,50000,20000,20000,0,0,0,0,Other
0013000000RYeL6AAL,LG UPLUS CORP. (Enterprise),aBR3y000000HOE8GAO,72950,45000,45000,0,0,0,0,Other
00130000001kJsQAAU,"SunBridge Inc.,",aBR3y000000gEAaGAM,1435.9599,627.4239,404.268,0,223.1559,0,0,Other
0010M00001XxsXtQAJ,Lifeline Australia,aBRed000000AWrRGAW,734.965,734.3341,734.3341,0,0,0,0,Other
0013y00001cCXh2AAG,"Highmark, Inc.",aBR3y000000saD4GAI,41500,39000,39000,0,0,0,0,Other
0010M00001QaPQiQAN,AXA Group Operations SAS,aBR300000004HuKGAU,2161.4494,1723.6875,1231.2054,0,0,492.4821,0,Other
0013000000LVgnRAAT,Comfort Keepers,0013000000LVgnRAAT,21888.096,10944.048,10944.048,0,0,0,0,Other
0013y00001cIlVHAA0,Emory Healthcare (SF org),aBR3y000000H70EGAS,171000,171000,0,171000,0,0,0,Other
0013000001HeGWNAA3,AIRBUS HELICOPTERS SAS,aBR300000004I09GAE,190314.5,134314.5,134314.5,0,0,0,0,Other
0013000000GLEVEAA5,A.N.A. Compañía de Seguros SA de CV,aBR3y000000HE5aGAG,101800,78200,70800,2600,0,4800,0,Other
0013000001JyFkUAAV,Responsive Engineering (Holdings) Ltd,aBR3y000000yepKGAQ,1739.5084,1739.5084,0,1739.5084,0,0,0,Other
0013y00001d1jA0AAI,Bank of the Philippine Islands,aBR3y000000H8lfGAC,76423.52,76423.52,15043.52,0,61380,0,0,Other
0013000000roFcyAAE,Inuvet GmbH,0013000000roFcyAAE,5940.541,5144.2507,0,416.4219,0,4727.8288,0,Other
0013y00001eDVY5AAO,"SCB Protect Co., Ltd. (Head Office)",aBR0M000000bpyFWAQ,70000,70000,70000,0,0,0,0,Other
00130000001GSuiAAG,SANOFI WINTHROP INDUSTRIE,aBR300000004HjdGAE,679.4065,679.4065,679.4065,0,0,0,0,Other
0013000001JzO9bAAF,Trolley,0013000001JzO9bAAF,54996,54996,54996,0,0,0,0,Other
0010M00001QarjCQAR,Full Sail University - HEDA Org 2.0,0010M00001QarjCQAR,60000,60000,60000,0,0,0,0,Other
0013000001L6YuPAAV,Sentosa Development Corporation (Singapore),aBRed000000AE3JGAW,59400,32400,0,32400,0,0,0,Other
0013000001CALS0AAP,Brainsway,aBR3y0000004mf2GAA,33931.7327,32732.6278,29972.6278,0,2760,0,0,Other
0013000000hMMzvAAG,COUNTRY Financial,aBR300000004EoUGAU,102854.4754,102854.4754,0,37382.4754,0,65472,0,Other
0010M00001SIgw5QAD,"TYL CO., LTD",0010M00001SIgw5QAD,1031.6919,1031.6919,808.536,0,223.1559,0,0,Other
0013000001LWK0DAAX,Sulzer GmbH,aBR30000000XelnGAC,5489.5344,5489.5344,3677.2001,0,1812.3343,0,0,Other
0013000000NQR28AAH,Dah Chong Hong Holdings Limited (CDP),aBR3y000000H9WrGAK,44100,44100,0,44100,0,0,0,Other
0013000001GUapQAAT,Pirelli Tyre SPA,aBR0M000000Gq8hWAC,179956.3402,175928.9305,0,170807.1159,525.3143,4596.5003,0,Other
0013000000NPtShAAL,"Vortex. Co., Ltd",aBR3y00000054xfGAA,16070.4615,16070.4615,16070.4615,0,0,0,0,Other
00130000004IFjgAAG,Teva Pharmaceutical Industries Ltd.,aBR3y000000H85YGAS,195507.1035,187173.9923,30918.0252,86538.6472,0,69717.3199,0,Other
0013000001FixZPAAZ,Rodd & Gunn Australia Pty Ltd,aBR3y000000TPU2GAO,73187.0666,73187.0666,0,61025.131,0,12161.9356,0,Other
00130000016iHf7AAE,Trenitalia c2c Limited (trading as c2c),00130000016iHf7AAE,24049.2287,3929.6126,3929.6126,0,0,0,0,Other
0010M00001QlG7fQAF,Locations LLC,aBR3y000000H7RmGAK,99993.0957,99993.0957,0,99993.0957,0,0,0,Other
0010M00001QqXpWQAV,MONTIRONI AUTOMOTORES SACIFIA CUIT: 30-54302855-6,0010M00001QqXpWQAV,11815.7354,11815.7354,0,11239.7354,0,576,0,Other
0013y00001cVV7QAAW,INECOBANK,0013y00001cVV7QAAW,70786.9566,70786.9566,0,70786.9566,0,0,0,Other
0013y00001Z0trlAAB,L's HOME CORP.,aBR3y00000051I5GAI,22335.807,22335.807,22335.807,0,0,0,0,Other
00130000004aW8uAAE,"Casa Granado Phebo Laboratorios, Farmacias E Drogarias S/A",00130000004aW8uAAE,77943.5537,75936.9554,0,56275.8568,19661.0986,0,0,Other
0013000000JIDUkAAP,"Avetta, LLC",aBR3y000000H6c5GAC,53582.3997,4044.3066,4044.3066,0,0,0,0,Other
0010M00001S98VUQAZ,Knak,0010M00001S98VUQAZ,5500,5500,0,5500,0,0,0,Other
0010M00001c5LuLQAU,Seqirus (Australia) Pty Ltd,aBR300000004CFnGAM,41544.2336,41544.2336,0,41544.2336,0,0,0,Other
00130000016hMKtAAM,ABC Worldwide Stone,aBR3y0000004nRlGAI,22500,2500,2500,0,0,0,0,Other
0010M00001WORCbQAP,FOX Corporation,aBR3y000000TROOGA4,11300.5643,11300.5643,11003.1811,297.3832,0,0,0,Other
001ed00000W9UxJAAV,"JAPAN POST INSURANCE Co., Ltd.",aBR3y000000ygwmGAA,1840.2279,1031.6919,808.536,0,223.1559,0,0,Other
0013000000IkncFAAR,Banco Pichincha C.A.,aBR3y000000yhD8GAI,345025.2803,345025.2803,236899.827,41021.4533,61104,6000,0,Other
0010M00001JziUEQAZ,Amgen Data Cloud | Marketing Cloud USMC & INCM,aBR300000004DMqGAM,3118577.99,2650638,0,2000000,244058,406580,0,Other
00130000002xVo8AAE,"CTCA Shared Services, Inc.,",aBR300000004PIBGA2,14426,2526,2250,0,276,0,0,Other
0010M00001SpsIdQAJ,"ServiceNow, Inc*",aBR0M000000GoOxWAK,323342.76,323342.76,0,0,0,0,0,Legacy CDP
00130000002xL6LAAU,Fisher & Paykel Appliances Limited,aBR3000000001roGAA,334665.3153,281205.28,0,197500,0,83705.28,0,Other
0013y00001cG1gXAAS,DASA - Org NAC,aBR3y000000wmKkGAI,664867.4335,555219.6618,0,364853.7129,0,190365.9489,0,Other
00130000002xcpuAAA,VytlOne (Maxor National Pharmacy Services LLC),aBR3y000000H7UyGAK,73768.6261,73768.6261,31964.9699,33163.6562,4320,4320,0,Other
0013000000RX1GUAA1,Entercard Group AB,aBR3y000000HDOLGA4,59270.7909,59270.7909,0,59270.7909,0,0,0,Other
00130000008ebACAAY,HMH Education Company,aBR300000004DJyGAM,45600,45600,45600,0,0,0,0,Other
0013000000HmMfKAAV,"Ariat International, Inc.",aBR3y0000004rLHGAY,604429.5,604429.5,0,604153.5,0,276,0,Other
0013000000LzMuiAAF,"The Curators of the University of Missouri, on behalf of MOREnet",aBR30000000PAxlGAG,24300,4300,4300,0,0,0,0,Other
0010M00001SpzqpQAB,Shavve - Social consumer collective LTD,aBR3y000000HCMsGAO,5495.438,4995.438,4995.438,0,0,0,0,Other
0010M00001SeUC9QAN,JUNTA DE COMUNIDADES DE CASTILLA-LA MANCHA,aBR3y000000kAP9GAM,78781.6598,47718.5117,28811.5743,875.5239,302.0557,17729.3578,0,Other
00130000002xI5mAAE,Giorgio Armani S.p.A.,aBR0M000000GpLsWAK,555039.1023,481975.8739,0,0,0,0,481975.8739,Legacy CDP
0013000000ZkgQlAAJ,Kentucky Chamber of Commerce,0013000000ZkgQlAAJ,4000,4000,0,4000,0,0,0,Other
0013000001L6eviAAB,"StubHub, Inc.",aBR3y000000bsZ2GAI,7500,3500,3500,0,0,0,0,Other
0013000000FLKiBAAX,Unilever UK Central Resources Ltd (ENT),aBR0M00000008VyWAI,1023182.681,951182.6812,0,97544.6112,0,853638.07,0,Other
0010M00001QaDF3QAN,GNV - Grandi Navi Veloci S.p.A.,aBR3y000000HJfPGAW,101425.0593,101425.0593,0,101425.0593,0,0,0,Other
0010M00001QkZUzQAN,"AZEST,Inc.",aBR3y00000057ByGAI,6064.02,6064.02,6064.02,0,0,0,0,Other
001ed00000cN1pfAAC,Royal New Zealand Foundation Of The Blind Incorporated,aBR3y0000000NjfGAE,15897.9549,13200.9804,13200.9804,0,0,0,0,Other
0010M00001QaaLyQAJ,Resources Global Professionals ((RGP)) *New Org*,aBR300000004F3ZGAU,60000,60000,60000,0,0,0,0,Other
0013000000M1aRyAAJ,BRE Hotels & Resorts,aBR300000004QOqGAM,310157.2815,310157.2815,0,310157.2815,0,0,0,Other
0013000000I5xhVAAR,Triumph Intertrade AG,aBR300000004N0sGAE,474038.7907,298734.1345,188048.0184,30066.4601,43940.171,36679.485,0,Other
0013000001MoC6jAAF,"Tactivos, Inc. dba Mural",0013000001MoC6jAAF,250000,250000,0,250000,0,0,0,Other
0013000000hKDuQAAW,HUB24 Management Services Pty Ltd,aBR300000004avbGAA,354.8651,354.8651,354.8651,0,0,0,0,Other
00100000001kdz6AAA,Rotech Healthcare Inc.,aBR0M00000006ooWAA,67937.9562,25476.7336,25476.7336,0,0,0,0,Other
00100000001sf7lAAA,Learning A-Z,aBR3y000000HKKSGA4,375,375,375,0,0,0,0,Other
0013000000LzN0fAAF,THE FINANCIAL CONDUCT AUTHORITY,aBR3y000000wka2GAA,4791.9457,4791.9457,3635.0678,0,1156.8779,0,0,Other
00130000002xCfTAAU,Wates Group Ltd,aBR300000004FyLGAU,31436.9002,31436.9002,31436.9002,0,0,0,0,Other
0013000000I3yIiAAJ,The Qt Company Oy,0013000000I3yIiAAJ,94688.4144,55804.7952,49839.1946,5663.5449,302.0557,0,0,Other
0013000001CCdhzAAD,OnPoint Group LLC,aBR3y0000000EvGGAU,95820.9829,95820.9829,35796,24.9829,0,60000,0,Other
0013y00001Y0ekqAAB,Neom Company (CoE&I),aBR3y000000kAWAGA2,232200,232200,95400,0,136800,0,0,Other
